CONTIGS;total_genes;viral_genes;checkv_quality;completeness
NODE_A477_length_2293_cov_24.112365_CE2;3;0;Not-determined;NA
NODE_A479_length_2284_cov_43.157680_CE2;5;0;Not-determined;NA
NODE_A480_length_2282_cov_14.078458_CE2;2;0;Not-determined;NA
NODE_A481_length_2281_cov_43.658802_CE2;5;0;Not-determined;NA
NODE_A482_length_2280_cov_46.226509_CE2;3;2;Low-quality;4,77
NODE_B112_length_2278_cov_8.586552_CE2;7;1;Low-quality;5,60
NODE_A483_length_2275_cov_37.988626_CE2;2;0;Not-determined;NA
NODE_A485_length_2274_cov_25.991352_CE2;6;2;Low-quality;1,17
NODE_A486_length_2273_cov_22.280055_CE2;3;2;Low-quality;4,66
NODE_A490_length_2261_cov_28.186355_CE2;5;0;Not-determined;NA
NODE_A491_length_2261_cov_13.137821_CE2;4;1;Low-quality;1,29
NODE_A492_length_2260_cov_40.627577_CE2;6;1;Low-quality;2,06
NODE_A493_length_2259_cov_19.688359_CE2;2;0;Not-determined;NA
NODE_A494_length_2255_cov_21.674931_CE2;1;0;Not-determined;NA
NODE_A496_length_2248_cov_33.075081_CE2;1;0;Not-determined;NA
NODE_A500_length_2240_cov_22.514101_CE2;2;0;Not-determined;NA
NODE_A502_length_2236_cov_57.342288_CE2;2;0;Not-determined;NA
NODE_A503_length_2235_cov_14.130213_CE2;1;0;Not-determined;NA
NODE_A505_length_2230_cov_66.337668_CE2;1;0;Not-determined;NA
NODE_A507_length_2228_cov_23.388656_CE2;2;1;Low-quality;5,27
NODE_A508_length_2227_cov_10.360930_CE2;8;2;Low-quality;2,04
NODE_A509_length_2223_cov_25.540075_CE2;4;2;Low-quality;6,06
NODE_A511_length_2223_cov_9.540075_CE2;1;0;Not-determined;NA
NODE_A512_length_2222_cov_16.817716_CE2;2;0;Not-determined;NA
NODE_A513_length_2220_cov_35.315912_CE2;4;0;Not-determined;NA
NODE_A514_length_2219_cov_24.116713_CE2;5;1;Low-quality;2,35
NODE_A516_length_2217_cov_18.778037_CE2;3;0;Not-determined;NA
NODE_A518_length_2211_cov_27.298969_CE2;5;0;Low-quality;4,47
NODE_A519_length_2210_cov_19.088608_CE2;4;0;Low-quality;4,33
NODE_A520_length_2207_cov_28.212676_CE2;1;0;Not-determined;NA
NODE_A521_length_2205_cov_67.466165_CE2;2;2;Low-quality;1,18
NODE_A522_length_2205_cov_25.577068_CE2;1;0;Not-determined;NA
NODE_B119_length_2202_cov_7.739294_CE2;4;1;Low-quality;2,35
NODE_A526_length_2199_cov_29.792177_CE2;2;2;Low-quality;4,72
NODE_A527_length_2197_cov_14.680189_CE2;2;0;Not-determined;NA
NODE_A530_length_2194_cov_46.851677_CE2;1;0;Not-determined;NA
NODE_A531_length_2192_cov_8.410875_CE2;4;0;Not-determined;NA
NODE_A532_length_2191_cov_17.422895_CE2;4;0;Low-quality;13,66
NODE_A533_length_2190_cov_77.991481_CE2;2;0;Not-determined;NA
NODE_A536_length_2186_cov_12.732101_CE2;0;0;Not-determined;NA
NODE_A537_length_2185_cov_14.444972_CE2;7;3;Low-quality;5,11
NODE_A538_length_2181_cov_42.609791_CE2;4;4;Low-quality;7,19
NODE_A540_length_2176_cov_33.109576_CE2;7;0;Not-determined;NA
NODE_A541_length_2174_cov_35.946590_CE2;5;0;Not-determined;NA
NODE_A542_length_2173_cov_38.438454_CE2;3;0;Not-determined;NA
NODE_A543_length_2173_cov_16.309160_CE2;4;0;Not-determined;NA
NODE_A544_length_2170_cov_46.780698_CE2;2;0;Not-determined;NA
NODE_A545_length_2169_cov_12.842256_CE2;2;0;Not-determined;NA
NODE_A547_length_2165_cov_20.172893_CE2;3;3;Low-quality;5,02
NODE_A549_length_2163_cov_62.955896_CE2;2;2;Low-quality;1,16
NODE_A550_length_2163_cov_32.389741_CE2;3;2;Not-determined;NA
NODE_A551_length_2162_cov_25.450360_CE2;3;1;Low-quality;5,78
NODE_A553_length_2159_cov_13.693084_CE2;10;0;Low-quality;4,68
NODE_A554_length_2158_cov_20.824604_CE2;1;0;Not-determined;NA
NODE_A555_length_2157_cov_30.184615_CE2;3;2;Low-quality;3,58
NODE_A556_length_2155_cov_12.202117_CE2;1;0;Not-determined;NA
NODE_A558_length_2149_cov_22.667954_CE2;5;0;Not-determined;NA
NODE_A559_length_2149_cov_19.943533_CE2;6;0;Not-determined;NA
NODE_A562_length_2145_cov_33.029014_CE2;2;0;Low-quality;5,52
NODE_A563_length_2144_cov_15.323174_CE2;2;0;Not-determined;NA
NODE_A564_length_2143_cov_12.482575_CE2;1;0;Not-determined;NA
NODE_A565_length_2142_cov_43.288620_CE2;1;0;Not-determined;NA
NODE_A567_length_2140_cov_17.037324_CE2;3;1;Low-quality;0,39
NODE_A568_length_2139_cov_15.506790_CE2;3;0;Not-determined;NA
NODE_A569_length_2138_cov_25.811257_CE2;1;0;Not-determined;NA
NODE_A570_length_2137_cov_24.941262_CE2;5;2;Low-quality;3,92
NODE_B134_length_2133_cov_4.107004_CE2;5;1;Low-quality;2,04
NODE_A573_length_2131_cov_25.462025_CE2;2;0;Not-determined;NA
NODE_B135_length_2129_cov_6.797758_CE2;7;0;Not-determined;NA
NODE_A575_length_2128_cov_10.608484_CE2;3;0;Not-determined;NA
NODE_A577_length_2127_cov_30.613659_CE2;5;0;Not-determined;NA
NODE_A578_length_2123_cov_20.625122_CE2;1;0;Not-determined;NA
NODE_A580_length_2120_cov_36.351933_CE2;3;0;Not-determined;NA
NODE_A581_length_2120_cov_25.379834_CE2;2;0;Not-determined;NA
NODE_B138_length_2118_cov_2.203332_CE2;2;0;Not-determined;NA
NODE_A584_length_2110_cov_15.830300_CE2;1;0;Not-determined;NA
NODE_A586_length_2106_cov_30.920158_CE2;1;0;Not-determined;NA
NODE_A590_length_2095_cov_27.261150_CE2;2;0;Not-determined;NA
NODE_A591_length_2095_cov_24.016353_CE2;2;0;Not-determined;NA
NODE_A593_length_2094_cov_11.757065_CE2;3;0;Not-determined;NA
NODE_A594_length_2092_cov_32.874938_CE2;1;0;Not-determined;NA
NODE_A595_length_2092_cov_22.065509_CE2;2;0;Not-determined;NA
NODE_A598_length_2090_cov_18.311972_CE2;2;0;Not-determined;NA
NODE_A600_length_2085_cov_53.179781_CE2;5;1;Low-quality;4,51
NODE_A602_length_2085_cov_31.575697_CE2;2;0;Not-determined;NA
NODE_A603_length_2083_cov_24.997507_CE2;2;0;Not-determined;NA
NODE_A604_length_2083_cov_21.036889_CE2;3;0;Low-quality;4,88
NODE_A605_length_2081_cov_33.577345_CE2;3;1;Low-quality;4,03
NODE_A607_length_2080_cov_16.324014_CE2;1;1;Not-determined;NA
NODE_A608_length_2078_cov_30.347326_CE2;2;1;Low-quality;3,11
NODE_A610_length_2076_cov_70.690345_CE2;5;2;Low-quality;3,90
NODE_A611_length_2074_cov_53.835754_CE2;1;1;Low-quality;1,16
NODE_A613_length_2070_cov_52.685399_CE2;3;2;Low-quality;3,33
NODE_A616_length_2068_cov_21.690105_CE2;2;2;Low-quality;4,80
NODE_A617_length_2066_cov_50.031674_CE2;1;0;Not-determined;NA
NODE_A619_length_2064_cov_18.862607_CE2;2;0;Not-determined;NA
NODE_A620_length_2062_cov_118.501259_CE2;2;0;Low-quality;4,87
NODE_A621_length_2062_cov_19.139547_CE2;2;0;Not-determined;NA
NODE_A622_length_2061_cov_12.113407_CE2;1;0;Not-determined;NA
NODE_A623_length_2059_cov_14.773966_CE2;4;3;Low-quality;3,85
NODE_A624_length_2058_cov_51.467945_CE2;3;0;Not-determined;NA
NODE_A625_length_2057_cov_39.430808_CE2;2;1;Low-quality;2,89
NODE_A626_length_2056_cov_52.451743_CE2;1;1;Not-determined;NA
NODE_A628_length_2051_cov_29.472138_CE2;2;0;Not-determined;NA
NODE_A629_length_2051_cov_23.587133_CE2;4;0;Not-determined;NA
NODE_A630_length_2051_cov_12.157042_CE2;2;0;Low-quality;3,62
NODE_A633_length_2046_cov_18.805485_CE2;2;0;Not-determined;NA
NODE_A635_length_2041_cov_17.939409_CE2;1;0;Not-determined;NA
NODE_A637_length_2037_cov_23.937755_CE2;4;0;Not-determined;NA
NODE_A639_length_2037_cov_8.254592_CE2;1;0;Not-determined;NA
NODE_A641_length_2035_cov_12.776813_CE2;4;0;Not-determined;NA
NODE_A642_length_2034_cov_9.556975_CE2;7;3;Low-quality;1,36
NODE_A643_length_2034_cov_9.409300_CE2;2;0;Not-determined;NA
NODE_A644_length_2033_cov_28.131391_CE2;2;0;Not-determined;NA
NODE_A645_length_2033_cov_25.595603_CE2;3;1;Low-quality;2,02
NODE_A646_length_2032_cov_29.615345_CE2;2;0;Not-determined;NA
NODE_A648_length_2025_cov_14.997433_CE2;2;0;Not-determined;NA
NODE_A649_length_2023_cov_29.485612_CE2;3;0;Low-quality;3,88
NODE_A651_length_2020_cov_19.437983_CE2;2;0;Not-determined;NA
NODE_A652_length_2015_cov_30.033024_CE2;2;0;Not-determined;NA
NODE_B158_length_2013_cov_5.059401_CE2;2;1;Low-quality;3,63
NODE_A653_length_2012_cov_29.841344_CE2;4;0;Not-determined;NA
NODE_A654_length_2011_cov_12.031541_CE2;6;2;Low-quality;4,73
NODE_A655_length_2010_cov_28.540093_CE2;2;0;Not-determined;NA
NODE_A656_length_2009_cov_46.766046_CE2;3;2;Low-quality;2,55
NODE_A658_length_2007_cov_20.221244_CE2;4;0;Not-determined;NA
NODE_A659_length_2005_cov_16.770747_CE2;4;2;Low-quality;4,74
NODE_A660_length_2004_cov_33.638298_CE2;1;0;Not-determined;NA
NODE_A661_length_2004_cov_11.672029_CE2;3;0;Not-determined;NA
NODE_A663_length_2003_cov_9.575286_CE2;1;1;Low-quality;1,23
NODE_A664_length_2002_cov_27.108571_CE2;2;0;Not-determined;NA
NODE_A666_length_1999_cov_30.876691_CE2;1;0;Not-determined;NA
NODE_A668_length_1997_cov_16.505208_CE2;3;0;Not-determined;NA
NODE_A670_length_1996_cov_25.195935_CE2;2;0;Not-determined;NA
NODE_A672_length_1995_cov_22.558916_CE2;2;0;Not-determined;NA
NODE_A673_length_1995_cov_16.131387_CE2;3;0;Not-determined;NA
NODE_A675_length_1994_cov_20.585290_CE2;3;0;Low-quality;0,94
NODE_A677_length_1993_cov_22.495303_CE2;1;0;Not-determined;NA
NODE_A679_length_1992_cov_33.810444_CE2;2;0;Not-determined;NA
NODE_A680_length_1991_cov_13.112853_CE2;1;0;Not-determined;NA
NODE_A682_length_1990_cov_21.802927_CE2;0;0;Not-determined;NA
NODE_A683_length_1990_cov_20.648197_CE2;4;1;Low-quality;0,95
NODE_A685_length_1984_cov_30.887782_CE2;4;0;Not-determined;NA
NODE_A686_length_1983_cov_17.301154_CE2;4;0;Low-quality;1,69
NODE_A687_length_1982_cov_27.819423_CE2;3;1;Low-quality;3,12
NODE_A689_length_1981_cov_20.424895_CE2;5;0;Not-determined;NA
NODE_A690_length_1980_cov_11.991592_CE2;1;0;Not-determined;NA
NODE_A692_length_1974_cov_18.226147_CE2;4;0;Not-determined;NA
NODE_A693_length_1971_cov_28.782471_CE2;3;0;Not-determined;NA
NODE_A694_length_1971_cov_18.822070_CE2;1;0;Not-determined;NA
NODE_A695_length_1967_cov_36.099471_CE2;2;0;Not-determined;NA
NODE_A696_length_1967_cov_27.471429_CE2;1;0;Not-determined;NA
NODE_A697_length_1965_cov_33.236758_CE2;4;0;Not-determined;NA
NODE_A698_length_1965_cov_9.159958_CE2;3;0;Not-determined;NA
NODE_A700_length_1963_cov_12.963415_CE2;2;0;Not-determined;NA
NODE_A701_length_1962_cov_55.364987_CE2;4;0;Not-determined;NA
NODE_A703_length_1961_cov_61.569533_CE2;3;0;Not-determined;NA
NODE_A706_length_1958_cov_21.633705_CE2;1;0;Not-determined;NA
NODE_A709_length_1955_cov_7.683174_CE2;1;0;Not-determined;NA
NODE_A711_length_1954_cov_7.356953_CE2;5;1;Low-quality;3,95
NODE_A712_length_1953_cov_23.767591_CE2;1;0;Not-determined;NA
NODE_A714_length_1952_cov_18.889067_CE2;3;0;Low-quality;4,37
NODE_A715_length_1951_cov_34.861259_CE2;2;1;Low-quality;3,90
NODE_A717_length_1948_cov_11.826831_CE2;5;0;Low-quality;4,33
NODE_A719_length_1947_cov_14.700000_CE2;5;0;Not-determined;NA
NODE_A721_length_1943_cov_33.655949_CE2;1;0;Not-determined;NA
NODE_A724_length_1936_cov_13.377622_CE2;3;3;Low-quality;8,81
NODE_A725_length_1935_cov_20.361141_CE2;4;0;Not-determined;NA
NODE_A727_length_1934_cov_11.953689_CE2;2;0;Not-determined;NA
NODE_A728_length_1932_cov_20.123989_CE2;2;1;Low-quality;0,93
NODE_A729_length_1930_cov_57.399892_CE2;3;1;Low-quality;4,15
NODE_A731_length_1929_cov_17.263499_CE2;2;1;Low-quality;30,20
NODE_A732_length_1928_cov_31.094543_CE2;3;0;Not-determined;NA
NODE_A734_length_1927_cov_7.633514_CE2;2;0;Not-determined;NA
NODE_B191_length_1926_cov_2.595457_CE2;2;0;Not-determined;NA
NODE_A736_length_1922_cov_34.787534_CE2;2;1;Low-quality;4,16
NODE_A738_length_1921_cov_34.569957_CE2;2;0;Not-determined;NA
NODE_A739_length_1921_cov_29.857918_CE2;2;0;Low-quality;4,50
NODE_A740_length_1919_cov_27.806189_CE2;2;0;Not-determined;NA
NODE_A741_length_1918_cov_26.678436_CE2;0;0;Not-determined;NA
NODE_A745_length_1913_cov_60.009804_CE2;4;1;Low-quality;1,74
NODE_A747_length_1912_cov_14.594005_CE2;5;0;Not-determined;NA
NODE_A751_length_1908_cov_22.063353_CE2;4;0;Not-determined;NA
NODE_A752_length_1907_cov_45.732240_CE2;3;1;Low-quality;3,81
NODE_A753_length_1905_cov_20.814551_CE2;1;0;Not-determined;NA
NODE_A754_length_1904_cov_36.946907_CE2;2;0;Not-determined;NA
NODE_A755_length_1904_cov_11.163656_CE2;4;1;Low-quality;3,05
NODE_A757_length_1901_cov_11.277412_CE2;2;0;Not-determined;NA
NODE_A759_length_1897_cov_30.549451_CE2;3;1;Low-quality;1,98
NODE_A760_length_1894_cov_17.354430_CE2;2;0;Not-determined;NA
NODE_A761_length_1891_cov_40.345645_CE2;4;0;Not-determined;NA
NODE_A762_length_1891_cov_22.258545_CE2;1;0;Not-determined;NA
NODE_A763_length_1890_cov_17.442912_CE2;1;1;Low-quality;3,58
NODE_A764_length_1890_cov_17.051296_CE2;5;3;Low-quality;4,39
NODE_A765_length_1889_cov_31.209161_CE2;2;0;Not-determined;NA
NODE_A766_length_1888_cov_25.461623_CE2;1;0;Not-determined;NA
NODE_A767_length_1888_cov_9.454445_CE2;6;2;Low-quality;0,86
NODE_A769_length_1885_cov_19.116150_CE2;1;0;Not-determined;NA
NODE_A770_length_1885_cov_7.497788_CE2;3;0;Not-determined;NA
NODE_A771_length_1884_cov_33.757609_CE2;1;0;Low-quality;1,05
NODE_A772_length_1884_cov_6.244604_CE2;2;0;Not-determined;NA
NODE_A777_length_1879_cov_110.507769_CE2;6;0;Not-determined;NA
NODE_A778_length_1879_cov_42.123751_CE2;2;0;Not-determined;NA
NODE_A779_length_1877_cov_20.701111_CE2;1;1;Low-quality;1,15
NODE_A780_length_1877_cov_13.108889_CE2;6;2;Low-quality;4,18
NODE_B210_length_1877_cov_4.121667_CE2;4;0;Not-determined;NA
NODE_A781_length_1876_cov_17.239022_CE2;2;0;Low-quality;2,23
NODE_A783_length_1874_cov_23.799666_CE2;2;1;Low-quality;3,74
NODE_A784_length_1873_cov_29.395323_CE2;6;5;Low-quality;4,31
NODE_A785_length_1873_cov_27.963808_CE2;2;2;Low-quality;1,30
NODE_A786_length_1873_cov_6.026726_CE2;3;0;Not-determined;NA
NODE_A788_length_1870_cov_88.567206_CE2;1;0;Not-determined;NA
NODE_A790_length_1869_cov_12.162946_CE2;4;2;Low-quality;5,83
NODE_A791_length_1867_cov_17.830726_CE2;4;2;Low-quality;1,08
NODE_A792_length_1867_cov_14.694413_CE2;3;0;Not-determined;NA
NODE_A793_length_1866_cov_30.914477_CE2;2;1;Low-quality;4,99
NODE_A795_length_1862_cov_10.049300_CE2;2;0;Not-determined;NA
NODE_A796_length_1861_cov_51.150785_CE2;4;0;Not-determined;NA
NODE_A798_length_1860_cov_53.186203_CE2;3;0;Not-determined;NA
NODE_A800_length_1860_cov_22.679753_CE2;1;0;Not-determined;NA
NODE_A801_length_1858_cov_8.279618_CE2;3;2;Low-quality;2,42
NODE_A802_length_1857_cov_32.241573_CE2;6;1;Low-quality;4,24
NODE_A803_length_1857_cov_22.482584_CE2;1;0;Not-determined;NA
NODE_A804_length_1856_cov_40.082069_CE2;2;0;Not-determined;NA
NODE_A806_length_1855_cov_17.492688_CE2;1;0;Not-determined;NA
NODE_A807_length_1854_cov_39.645470_CE2;6;0;Not-determined;NA
NODE_A809_length_1851_cov_10.724915_CE2;2;0;Not-determined;NA
NODE_A810_length_1848_cov_34.193111_CE2;1;0;Low-quality;1,05
NODE_A812_length_1847_cov_12.804520_CE2;3;0;Not-determined;NA
NODE_A814_length_1846_cov_10.754098_CE2;3;0;Not-determined;NA
NODE_B217_length_1846_cov_7.049180_CE2;5;0;Low-quality;3,23
NODE_A815_length_1845_cov_19.028281_CE2;1;0;Not-determined;NA
NODE_A820_length_1840_cov_70.531480_CE2;4;0;Low-quality;0,87
NODE_A821_length_1838_cov_22.283930_CE2;1;0;Not-determined;NA
NODE_A823_length_1836_cov_23.084139_CE2;5;0;Low-quality;3,43
NODE_A826_length_1834_cov_10.639158_CE2;3;0;Low-quality;0,91
NODE_A828_length_1830_cov_14.204792_CE2;2;0;Not-determined;NA
NODE_B228_length_1830_cov_6.980605_CE2;3;2;Low-quality;3,05
NODE_A829_length_1829_cov_8.388128_CE2;3;0;Not-determined;NA
NODE_A833_length_1827_cov_29.356000_CE2;1;0;Not-determined;NA
NODE_A834_length_1827_cov_10.366286_CE2;2;0;Not-determined;NA
NODE_A837_length_1822_cov_16.468768_CE2;1;0;Not-determined;NA
NODE_A838_length_1822_cov_14.816046_CE2;1;0;Not-determined;NA
NODE_A839_length_1820_cov_31.362593_CE2;0;0;Not-determined;NA
NODE_A840_length_1819_cov_27.439150_CE2;1;1;Low-quality;1,00
NODE_A842_length_1817_cov_22.168966_CE2;2;0;Not-determined;NA
NODE_A843_length_1817_cov_14.193678_CE2;2;0;Not-determined;NA
NODE_A846_length_1815_cov_31.463176_CE2;1;1;Low-quality;3,02
NODE_A847_length_1814_cov_19.206102_CE2;5;0;Not-determined;NA
NODE_A848_length_1813_cov_34.795507_CE2;7;0;Not-determined;NA
NODE_A850_length_1813_cov_23.968894_CE2;3;0;Not-determined;NA
NODE_A851_length_1812_cov_24.852450_CE2;2;0;Low-quality;3,01
NODE_A852_length_1811_cov_40.192042_CE2;4;0;Not-determined;NA
NODE_A853_length_1811_cov_22.588812_CE2;2;0;Not-determined;NA
NODE_A854_length_1810_cov_15.747836_CE2;3;0;Not-determined;NA
NODE_A855_length_1810_cov_4.529140_CE2;2;2;Low-quality;1,73
NODE_A857_length_1807_cov_12.312717_CE2;2;0;Not-determined;NA
NODE_A859_length_1806_cov_17.379410_CE2;1;0;Not-determined;NA
NODE_A860_length_1806_cov_17.219202_CE2;0;0;Not-determined;NA
NODE_A861_length_1805_cov_12.574653_CE2;2;0;Not-determined;NA
NODE_A862_length_1805_cov_11.465856_CE2;3;0;Not-determined;NA
NODE_B240_length_1805_cov_4.482639_CE2;7;3;Low-quality;1,44
NODE_A863_length_1804_cov_31.332368_CE2;2;0;Not-determined;NA
NODE_A867_length_1802_cov_33.909565_CE2;3;0;Low-quality;2,02
NODE_A868_length_1802_cov_32.354203_CE2;2;0;Not-determined;NA
NODE_A870_length_1800_cov_31.174695_CE2;1;0;Not-determined;NA
NODE_A871_length_1800_cov_23.062101_CE2;1;0;Not-determined;NA
NODE_A873_length_1798_cov_25.554910_CE2;1;0;Not-determined;NA
NODE_A876_length_1797_cov_23.454651_CE2;2;0;Not-determined;NA
NODE_A878_length_1796_cov_7.160558_CE2;3;0;Not-determined;NA
NODE_A881_length_1794_cov_17.398369_CE2;1;0;Not-determined;NA
NODE_A882_length_1794_cov_8.815376_CE2;1;0;Not-determined;NA
NODE_A884_length_1792_cov_29.158601_CE2;6;3;Low-quality;1,94
NODE_B243_length_1792_cov_2.914286_CE2;3;2;Low-quality;1,30
NODE_A885_length_1790_cov_19.492119_CE2;1;0;Not-determined;NA
NODE_A886_length_1790_cov_13.066550_CE2;1;0;Not-determined;NA
NODE_A888_length_1789_cov_25.195678_CE2;2;0;Not-determined;NA
NODE_A889_length_1789_cov_14.640187_CE2;1;0;Not-determined;NA
NODE_A892_length_1787_cov_21.687719_CE2;5;0;Low-quality;1,34
NODE_A896_length_1783_cov_30.730950_CE2;3;0;Not-determined;NA
NODE_A897_length_1782_cov_31.540762_CE2;2;0;Not-determined;NA
NODE_A898_length_1780_cov_26.423958_CE2;1;0;Not-determined;NA
NODE_A899_length_1779_cov_13.818449_CE2;3;1;Low-quality;3,54
NODE_A900_length_1778_cov_7.326867_CE2;2;0;Not-determined;NA
NODE_A901_length_1776_cov_20.183637_CE2;4;3;Low-quality;3,98
NODE_A902_length_1775_cov_20.531802_CE2;2;0;Not-determined;NA
NODE_A903_length_1775_cov_17.656655_CE2;4;1;Low-quality;3,05
NODE_A904_length_1774_cov_39.212728_CE2;2;0;Not-determined;NA
NODE_A905_length_1773_cov_29.410967_CE2;3;1;Low-quality;0,71
NODE_A906_length_1773_cov_21.387972_CE2;6;0;Not-determined;NA
NODE_A907_length_1773_cov_15.096108_CE2;5;2;Low-quality;4,55
NODE_A909_length_1771_cov_18.708383_CE2;2;0;Not-determined;NA
NODE_A910_length_1771_cov_16.067887_CE2;2;0;Not-determined;NA
NODE_A912_length_1770_cov_14.190195_CE2;3;0;Not-determined;NA
NODE_A913_length_1769_cov_25.328605_CE2;2;1;Low-quality;2,87
NODE_A914_length_1769_cov_11.343972_CE2;3;0;Not-determined;NA
NODE_A916_length_1768_cov_11.068598_CE2;1;0;Not-determined;NA
NODE_A917_length_1766_cov_17.779159_CE2;2;0;Not-determined;NA
NODE_A918_length_1766_cov_15.208999_CE2;3;0;Not-determined;NA
NODE_A919_length_1765_cov_26.693720_CE2;1;0;Not-determined;NA
NODE_A920_length_1765_cov_18.839455_CE2;4;4;Low-quality;4,08
NODE_A921_length_1765_cov_14.059834_CE2;2;0;Low-quality;32,44
NODE_A924_length_1763_cov_48.806643_CE2;1;0;Low-quality;1,74
NODE_A925_length_1763_cov_23.163108_CE2;4;1;Low-quality;11,76
NODE_A926_length_1763_cov_22.393238_CE2;2;0;Not-determined;NA
NODE_A927_length_1762_cov_25.088427_CE2;2;0;Not-determined;NA
NODE_A929_length_1761_cov_26.102732_CE2;3;0;Not-determined;NA
NODE_B258_length_1759_cov_3.251486_CE2;5;3;Low-quality;2,83
NODE_A930_length_1758_cov_77.575253_CE2;1;0;Not-determined;NA
NODE_B263_length_1751_cov_3.513142_CE2;4;0;Not-determined;NA
NODE_A936_length_1748_cov_18.364452_CE2;3;0;Not-determined;NA
NODE_A937_length_1748_cov_14.625972_CE2;1;0;Not-determined;NA
NODE_A942_length_1742_cov_23.616817_CE2;1;0;Not-determined;NA
NODE_A943_length_1742_cov_19.017417_CE2;2;0;Low-quality;0,97
NODE_A944_length_1742_cov_16.851652_CE2;1;0;Not-determined;NA
NODE_A945_length_1742_cov_11.786787_CE2;7;6;Low-quality;5,73
NODE_A946_length_1740_cov_14.947084_CE2;2;0;Not-determined;NA
NODE_A947_length_1740_cov_12.907998_CE2;2;0;Not-determined;NA
NODE_A949_length_1739_cov_19.152828_CE2;2;2;Low-quality;4,03
NODE_A950_length_1739_cov_11.039711_CE2;5;1;Low-quality;2,47
NODE_A951_length_1738_cov_18.741722_CE2;1;0;Not-determined;NA
NODE_A953_length_1737_cov_22.810843_CE2;1;0;Not-determined;NA
NODE_A954_length_1735_cov_19.249095_CE2;3;0;Not-determined;NA
NODE_A955_length_1735_cov_15.247889_CE2;2;1;Low-quality;4,22
NODE_A956_length_1733_cov_15.834541_CE2;3;1;Low-quality;0,14
NODE_A957_length_1731_cov_42.510883_CE2;2;0;Not-determined;NA
NODE_A958_length_1731_cov_18.782950_CE2;2;0;Low-quality;3,78
NODE_A959_length_1731_cov_17.718863_CE2;2;0;Not-determined;NA
NODE_A960_length_1731_cov_16.580411_CE2;1;0;Not-determined;NA
NODE_A961_length_1731_cov_7.350665_CE2;2;0;Not-determined;NA
NODE_A963_length_1729_cov_17.098063_CE2;2;0;Not-determined;NA
NODE_A964_length_1728_cov_25.236220_CE2;7;1;Low-quality;2,18
NODE_A965_length_1728_cov_12.465173_CE2;3;2;Low-quality;4,90
NODE_B276_length_1728_cov_2.569352_CE2;3;1;Low-quality;2,56
NODE_A967_length_1725_cov_31.800364_CE2;6;0;Not-determined;NA
NODE_A968_length_1725_cov_12.902913_CE2;4;1;Low-quality;1,14
NODE_A969_length_1724_cov_37.190043_CE2;1;0;Not-determined;NA
NODE_A972_length_1723_cov_8.878493_CE2;1;1;Low-quality;1,07
NODE_A973_length_1723_cov_7.950790_CE2;3;0;Not-determined;NA
NODE_A978_length_1719_cov_17.707065_CE2;1;0;Low-quality;3,02
NODE_A980_length_1718_cov_25.432663_CE2;3;3;Low-quality;4,51
NODE_A981_length_1717_cov_24.693902_CE2;1;0;Not-determined;NA
NODE_A983_length_1716_cov_19.413667_CE2;1;1;Not-determined;NA
NODE_A984_length_1716_cov_7.984137_CE2;1;0;Not-determined;NA
NODE_A985_length_1714_cov_29.167379_CE2;3;0;Not-determined;NA
NODE_B285_length_1709_cov_6.650735_CE2;3;1;Low-quality;0,95
NODE_A987_length_1708_cov_33.486818_CE2;3;0;Not-determined;NA
NODE_A988_length_1707_cov_21.826380_CE2;3;0;Not-determined;NA
NODE_A989_length_1706_cov_14.299570_CE2;3;0;Not-determined;NA
NODE_A991_length_1704_cov_13.586970_CE2;1;0;Not-determined;NA
NODE_A992_length_1701_cov_13.905172_CE2;1;0;Not-determined;NA
NODE_A993_length_1700_cov_36.336414_CE2;3;2;Low-quality;3,50
NODE_A994_length_1700_cov_20.505237_CE2;2;0;Not-determined;NA
NODE_A995_length_1697_cov_13.408642_CE2;4;1;Low-quality;3,22
NODE_A996_length_1695_cov_31.782447_CE2;1;0;Not-determined;NA
NODE_A997_length_1695_cov_9.799135_CE2;6;1;Low-quality;1,81
NODE_A998_length_1694_cov_29.194187_CE2;4;0;Not-determined;NA
