accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,subspecies,strain,sample_ID,total_filtered_reads_in_sample,...1,samplingDate,humidity_mean,light_mean,motion_mean,temperature_mean,co2_mean,co2_max,battery_mean,sampling_duration,sensor_samples_co2,sensor_samples_humidity,sensor_samples_temperature,Sample_or_Control,Month,Windows,How many people(average of start and end),...19,...20,...21,...22
KY040275.1,188253,1059,24,0.046644658,0.00574522,"Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome",10280,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Molluscipoxvirus,Molluscum contagiosum virus,Molluscum contagiosum virus subtype 1,Molluscum contagiosum virus subtype 1,CE12,22190290,43,2022-11-16,47,151.7,8.1,21.7,924.3,1073,3653.4,2.06666666666667,10,10,10,Sample,November,Closed,NA,NA,NA,NA,NA
KY490071.1,235397,1822,147,0.07077667,0.0281419,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Human betaherpesvirus 5,unclassified Human betaherpesvirus 5 subspecies/strain,unclassified Human betaherpesvirus 5 strain,CE12,22190290,43,2022-11-16,47,151.7,8.1,21.7,924.3,1073,3653.4,2.06666666666667,10,10,10,Sample,November,Closed,NA,NA,NA,NA,NA
KY629935.1,7130,335,75,1.2573066,0.474033,"Rhinovirus A59 strain 16-J2, complete genome",185918,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus A,rhinovirus A59,rhinovirus A59,CE12,22190290,43,2022-11-16,47,151.7,8.1,21.7,924.3,1073,3653.4,2.06666666666667,10,10,10,Sample,November,Closed,NA,NA,NA,NA,NA
JX134046.1,2915,218,12,0.47992766,0.185515,"TTV-like mini virus isolate TTMV_LY3, complete genome",93678,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Betatorquevirus,TTV-like mini virus,unclassified TTV-like mini virus subspecies/strain,unclassified TTV-like mini virus strain,CE12,22190290,43,2022-11-16,47,151.7,8.1,21.7,924.3,1073,3653.4,2.06666666666667,10,10,10,Sample,November,Closed,NA,NA,NA,NA,NA
EF582387.1,7086,1059,129,2.136534,0.8204,"Rhinovirus C6, complete genome",1219378,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus C,rhinovirus C6,rhinovirus C6,CE12,22190290,43,2022-11-16,47,151.7,8.1,21.7,924.3,1073,3653.4,2.06666666666667,10,10,10,Sample,November,Closed,NA,NA,NA,NA,NA
AX174942.1,3847,205,9,0.31106302,0.132625,Sequence 1 from Patent WO0142299,687361,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 22,unclassified Torque teno virus 22 subspecies/strain,unclassified Torque teno virus 22 strain,CE14,17639852,29,2022-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,14,NA,NA,NA,NA
EF444549.1,5229,5229,41949,932.5241,454.787,"WU Polyomavirus strain B0, complete genome",440266,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus quartihominis,WU Polyomavirus,WU Polyomavirus,CE14,17639852,29,2022-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,14,NA,NA,NA,NA
JX262162.1,4939,324,18,0.4316141,0.206604,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE14,17639852,29,2022-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,14,NA,NA,NA,NA
KU727766.1,5166,354,13,0.23564593,0.142657,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE14,17639852,29,2022-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,14,NA,NA,NA,NA
KY490071.1,235397,312,16,0.005368825,0.00385322,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Human betaherpesvirus 5,unclassified Human betaherpesvirus 5 subspecies/strain,unclassified Human betaherpesvirus 5 strain,CE14,17639852,29,2022-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,14,NA,NA,NA,NA
U31779.1,7779,281,14,0.17158212,0.102026,"Human papillomavirus type 21, complete genome",31548,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 21,human papillomavirus 21,CE14,17639852,29,2022-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,14,NA,NA,NA,NA
MG846442.1,4432,244,3,0.08734237,0.0383731,"Chicken chapparvovirus 2 strain RS/BR/15/2S NS1 and capsid protein genes, complete cds",2109367,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Galliform chaphamaparvovirus 2,Chicken chapparvovirus 2,Chicken chapparvovirus 2,CE14,17639852,29,2022-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,14,NA,NA,NA,NA
NC_007455.1,5299,610,15,0.29481453,0.242114,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE23,11691674,46,2022-12-07,36.7272727272727,183.454545454545,8.45454545454546,21.0636363636364,929.636363636364,1027,3655.36363636364,2.11666666666667,11,11,11,Sample,December,Closed,NA,NA,NA,NA,NA
KY490071.1,235397,3064,403,0.20586023,0.146429,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Human betaherpesvirus 5,unclassified Human betaherpesvirus 5 subspecies/strain,unclassified Human betaherpesvirus 5 strain,CE23,11691674,46,2022-12-07,36.7272727272727,183.454545454545,8.45454545454546,21.0636363636364,929.636363636364,1027,3655.36363636364,2.11666666666667,11,11,11,Sample,December,Closed,NA,NA,NA,NA,NA
MG846442.1,4432,280,57,1.5032696,1.10001,"Chicken chapparvovirus 2 strain RS/BR/15/2S NS1 and capsid protein genes, complete cds",2109367,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Galliform chaphamaparvovirus 2,Chicken chapparvovirus 2,Chicken chapparvovirus 2,CE23,11691674,46,2022-12-07,36.7272727272727,183.454545454545,8.45454545454546,21.0636363636364,929.636363636364,1027,3655.36363636364,2.11666666666667,11,11,11,Sample,December,Closed,NA,NA,NA,NA,NA
NC_007455.1,5299,1780,274,6.293649,2.22776,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE3,23210736,33,2022-07-13,51,5.45454545454545,0,24.3818181818182,630.181818181818,718,3650.81818181818,1.86666666666667,11,11,11,Sample,July,Open,18,NA,NA,NA,NA
AF092924.1,8832,606,110,1.3638562,0.536593,Sacbrood virus complete genome,89463,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Iflaviridae,Iflavirus,Sacbrood virus,unclassified Sacbrood virus subspecies/strain,unclassified Sacbrood virus strain,CE3,23210736,33,2022-07-13,51,5.45454545454545,0,24.3818181818182,630.181818181818,718,3650.81818181818,1.86666666666667,11,11,11,Sample,July,Open,18,NA,NA,NA,NA
AF536531.1,9812,360,28,0.3721797,0.122945,"Aphid lethal paralysis virus, complete genome",209529,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Dicistroviridae,Cripavirus,Aphid lethal paralysis virus,unclassified Aphid lethal paralysis virus subspecies/strain,unclassified Aphid lethal paralysis virus strain,CE3,23210736,33,2022-07-13,51,5.45454545454545,0,24.3818181818182,630.181818181818,718,3650.81818181818,1.86666666666667,11,11,11,Sample,July,Open,18,NA,NA,NA,NA
EF444549.1,5229,3756,892,21.139397,7.34949,"WU Polyomavirus strain B0, complete genome",440266,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus quartihominis,WU Polyomavirus,WU Polyomavirus,CE3,23210736,33,2022-07-13,51,5.45454545454545,0,24.3818181818182,630.181818181818,718,3650.81818181818,1.86666666666667,11,11,11,Sample,July,Open,18,NA,NA,NA,NA
JX262162.1,4939,1205,195,4.825851,1.70101,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE3,23210736,33,2022-07-13,51,5.45454545454545,0,24.3818181818182,630.181818181818,718,3650.81818181818,1.86666666666667,11,11,11,Sample,July,Open,18,NA,NA,NA,NA
KU727766.1,5166,310,12,0.29904306,0.100078,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE3,23210736,33,2022-07-13,51,5.45454545454545,0,24.3818181818182,630.181818181818,718,3650.81818181818,1.86666666666667,11,11,11,Sample,July,Open,18,NA,NA,NA,NA
U31779.1,7779,2190,803,12.900905,4.44737,"Human papillomavirus type 21, complete genome",31548,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 21,human papillomavirus 21,CE3,23210736,33,2022-07-13,51,5.45454545454545,0,24.3818181818182,630.181818181818,718,3650.81818181818,1.86666666666667,11,11,11,Sample,July,Open,18,NA,NA,NA,NA
